farmer_id,username,full_name,gender,date_of_birth,age,category,aadhaar_masked,mobile,state,district,taluka,village,pincode,khasra_number,land_holding_ha,land_type,soil_type,irrigation_source,primary_crop,secondary_crop,tertiary_crop,has_kcc,kcc_bank,pm_kisan_beneficiary,mgnrega_linked,registration_date,status,gat_number,Verified_GAT,pu_id,bhudharna_prakar,pot_kharab_area_ha,aakarnee_rs,satbara_last_date,kisan_id,plot_centroid_lat,plot_centroid_lon,plot_boundary_radius_m,crop_variety,sowing_date,irrigated_status,pmfby_enrolled,pmfby_sum_insured_rs,pmfby_premium_paid_rs,bank_account_masked,ifsc_code,ndvi_baseline,ndvi_current,ndvi_drop_pct,hist_avg_yield_qtl_per_ha,last_survey_date,last_damage_score_pct,last_claim_status
MH-AS-AMR-10000006,geeta.wagh40,Geeta Wagh,Female,1964-05-07,62,SC,XXXX-XXXX-2259,7939377948,Maharashtra,Amravati,Daryapur,Daryapur_Village_75,442202,498/7,2.64,Well-irrigated,Alluvial,Tank,Paddy,Sunflower,Wheat,No,State Bank of India,Yes,Yes,2024-12-21,Active,498/7,Verified,36491309593,Shasakiya,0.5,4.3,22/12/2024,KID3720894147,20.566939,77.665055,91.7,Jyoti,2024-06-17,Rain-fed,No,0,0,XXXX9479XX,MAHB2575618,0.67,0.474,29.3,41.3,,,
MH-AS-AHM-10000010,vimal.yadav72,Vimal Yadav,Female,1954-11-25,71,ST,XXXX-XXXX-3331,8339154873,Maharashtra,Ahmednagar,Shrirampur,Shrirampur_Village_72,436838,166/29,1.5,Rain-fed,Sandy Loam,Rain-fed,Tur Dal,Grapes,Groundnut,Yes,DCCB Pune,Yes,No,2023-02-18,Active,166/29,Verified,34965395580,Bhogtavadar Varg-1,0.0,2.71,03/10/2024,KID7798694210,19.161586,74.717492,69.1,Local Variety,2024-11-11,Rain-fed,No,0,0,XXXX4972XX,MAHB1116119,0.64,0.611,4.5,25.1,2025-02-23,54.6,Approved
MH-AS-SAT-10000011,vilas.more42,Vilas More,Male,1995-05-10,31,OBC,XXXX-XXXX-3124,9420569651,Maharashtra,Satara,Patan,Patan_Village_92,441256,174/48,9.34,Irrigated,Sandy Loam,River Lift,Tomato,Bajra,,Yes,Union Bank,Yes,No,2025-04-28,Active,174/48,Verified,33363629219,Bhogtavadar Varg-1,0.2,15.2,02/08/2024,KID7072821216,17.823981,74.408233,172.4,Abhinav,2024-11-12,Irrigated,Yes,385472,7709,XXXX4930XX,MAHB7119070,0.73,0.545,25.3,248.6,,,
MH-AS-AHM-10000011,sita.desai54,Sita Desai,Female,2001-07-08,24,General,XXXX-XXXX-1368,8453728214,Maharashtra,Ahmednagar,Kopargaon,Kopargaon_Village_51,438632,52/5,10.63,Well-irrigated,Red Laterite,Canal,Grapes,Garlic,,Yes,,No,No,2024-03-18,Active,52/5,Verified,39807209816,Bhogtavadar Varg-2,0.0,20.41,27/10/2024,KID1712896841,18.817636,74.614556,183.9,Thompson Seedless,2024-11-04,Rain-fed,Yes,1559476,31189,XXXX1193XX,MAHB3270167,0.734,0.683,6.9,26.9,2024-10-14,83.7,Disbursed
MH-AS-NAG-10000010,arjun.dhere96,Arjun Dhere,Male,1976-06-13,49,NT,XXXX-XXXX-4885,9498827811,Maharashtra,Nagpur,Nagpur Urban,Nagpur Urban_Village_96,403861,549/28,2.17,Canal-irrigated,Red Laterite,Well,Brinjal,Amla,Tomato,Yes,,No,Yes,2024-11-26,Active,549/28,Verified,34590711152,Bhogtavadar Varg-1,0.0,3.67,15/01/2025,KID5498928637,21.5083,79.029675,83.1,Local Variety,2024-10-17,Rain-fed,Yes,62137,1242,XXXX1678XX,MAHB2135543,0.718,0.66,8.1,25.1,,,
MH-AS-JAL-10000006,yamuna.wagh87,Yamuna Wagh,Female,1960-08-24,65,NT,XXXX-XXXX-3522,7087169326,Maharashtra,Jalgaon,Pachora,Pachora_Village_35,440711,737/33,4.49,Rain-fed,Medium Black,River Lift,Chana Dal,Bajra,,No,Union Bank,Yes,No,2023-09-11,Active,737/33,Verified,35161807235,Bhogtavadar Varg-1,0.0,8.15,07/01/2025,KID1155227210,20.941363,75.859569,119.5,Local Variety,2024-10-20,Rain-fed,Yes,131003,2620,XXXX5399XX,MAHB8722335,0.722,0.586,18.8,26.7,,,
MH-AS-SAN-10000015,naresh.patil17,Naresh Patil,Male,1972-09-26,53,ST,XXXX-XXXX-6733,8535832211,Maharashtra,Sangli,Khanapur,Khanapur_Village_29,408541,308/46,4.35,Rain-fed,Sandy Loam,Canal,Maize,Fig,,No,,No,Yes,2024-06-14,Active,308/46,Verified,34645120421,Bhogtavadar Varg-1,0.41,8.49,20/03/2024,KID8539896548,16.48578,74.277116,117.7,Ganga-11,2024-07-04,Rain-fed,No,0,0,XXXX8871XX,MAHB8882099,0.64,0.547,14.5,28.2,,,
MH-AS-AMR-10000007,baburao.dhere31,Baburao Dhere,Male,1962-01-02,64,NT,XXXX-XXXX-5227,9683856486,Maharashtra,Amravati,Chandur Bazar,Chandur Bazar_Village_15,414662,371/9,2.3,Rain-fed,Medium Black,Rain-fed,Castor,Maize,,No,,Yes,No,2023-09-14,Active,371/9,Verified,36009268066,Bhogtavadar Varg-1,0.0,4.28,29/03/2025,KID2885838821,20.634653,78.141607,85.6,Local Variety,2024-10-22,Rain-fed,No,0,0,XXXX7741XX,MAHB7977003,0.768,0.605,21.2,24.0,,,
MH-AS-OSM-10000009,sita.nirmal82,Sita Nirmal,Female,1962-09-15,63,SC,XXXX-XXXX-1474,7864289292,Maharashtra,Osmanabad,Osmanabad,Osmanabad_Village_53,402077,972/5,4.38,Irrigated,Sandy Loam,Tank,Chilli,Tomato,,No,DCCB Pune,No,Yes,2025-11-03,Active,972/5,Verified,37380780055,Shasakiya,0.0,7.94,31/07/2024,KID2794081827,17.857509,75.960978,118.1,LCA-334,2024-07-13,Irrigated,Yes,108302,2166,XXXX3695XX,MAHB4962731,0.698,0.556,20.3,26.5,,,
MH-AS-JAL-10000007,kondiba.thorat41,Kondiba Thorat,Male,1957-10-09,68,SBC,XXXX-XXXX-9088,7520960570,Maharashtra,Jalgaon,Jalgaon,Jalgaon_Village_35,434117,184/41,9.18,Well-irrigated,Black Cotton Soil,River Lift,Sugarcane,Cotton,,Yes,DCCB Nashik,Yes,Yes,2022-08-08,Inactive,184/41,Unverified,31251837136,Bhogtavadar Varg-2,0.27,15.88,01/12/2024,KID4458970497,21.320605,75.46999,170.9,Co-86032,2024-07-12,Rain-fed,No,0,0,XXXX7932XX,MAHB6296789,0.628,0.184,70.7,698.7,,,
MH-AS-SOL-10000003,dnyanoba.gaikwad78,Dnyanoba Gaikwad,Male,2000-02-29,26,OBC,XXXX-XXXX-3504,9919774307,Maharashtra,Solapur,Mangalvedhe,Mangalvedhe_Village_26,411101,172/2,11.52,Irrigated,Sandy Loam,Rain-fed,Bajra,Pomegranate,,Yes,DCCB Nashik,Yes,Yes,2024-08-31,Active,172/2,Verified,32627677155,Bhogtavadar Varg-1,0.0,19.97,20/02/2024,KID5798197166,17.305843,75.841918,191.5,GHB-732,2024-07-01,Irrigated,No,0,0,XXXX8710XX,MAHB4377952,0.748,0.627,16.2,14.5,2024-12-18,85.9,Approved
MH-AS-NAS-10000004,kavita.kale20,Kavita Kale,Female,1957-03-23,69,ST,XXXX-XXXX-3362,9083203279,Maharashtra,Nashik,Chandwad,Chandwad_Village_85,404247,965/22,7.8,Canal-irrigated,Black Cotton Soil,Well,Grapes,Watermelon,Coriander,Yes,State Bank of India,No,Yes,2023-11-19,Inactive,965/22,Unverified,39526836552,Shasakiya,0.0,14.57,02/03/2025,KID6033001213,19.672939,73.862637,157.6,Thompson Seedless,2024-10-19,Rain-fed,No,0,0,XXXX4126XX,MAHB8604695,0.678,0.326,51.9,25.3,,,
MH-AS-SAT-10000012,usha.jadhav74,Usha Jadhav,Female,1976-02-16,50,SBC,XXXX-XXXX-4704,7326216359,Maharashtra,Satara,Khandala,Khandala_Village_78,411963,71/38,9.3,Canal-irrigated,Alluvial,Well,Peas,Ginger,Pomegranate,No,Union Bank,No,Yes,2025-07-19,Active,71/38,Verified,37249213370,Bhogtavadar Varg-2,0.05,18.58,07/09/2024,KID2568387718,17.654582,73.903398,172.1,Local Variety,2024-10-31,Rain-fed,Yes,224000,4480,XXXX5944XX,MAHB3988852,0.691,0.595,13.9,26.8,,,
MH-AS-OSM-10000010,lata.chavan79,Lata Chavan,Female,1970-09-01,55,NT,XXXX-XXXX-1535,7327873031,Maharashtra,Osmanabad,Paranda,Paranda_Village_75,426472,493/33,6.38,Semi-irrigated,Sandy Loam,Drip,Sesame,Safflower,Cotton,Yes,DCCB Pune,No,No,2023-06-07,Active,493/33,Verified,38380507338,Bhogtavadar Varg-1,0.44,11.9,11/11/2024,KID3400888493,18.465368,76.367284,142.5,Local Variety,2024-07-03,Rain-fed,Yes,176320,3526,XXXX5735XX,MAHB2060646,0.639,0.593,7.2,23.7,,,
MH-AS-NAN-10000008,rukhmini.shinde11,Rukhmini Shinde,Female,2001-12-03,24,SC,XXXX-XXXX-3677,9853833824,Maharashtra,Nanded,Mudkhed,Mudkhed_Village_31,432785,849/35,11.65,Well-irrigated,Medium Black,Borewell,Sunflower,Soybean,,Yes,State Bank of India,No,No,2023-02-15,Pending,849/35,Pending,31664847319,Shasakiya,0.0,21.24,27/07/2024,KID8309258905,19.134587,77.279036,192.6,Local Variety,2024-10-28,Rain-fed,Yes,284307,5686,XXXX2209XX,MAHB8966901,0.566,0.407,28.1,24.6,,,
MH-AS-NAG-10000011,radha.chavan52,Radha Chavan,Female,1976-08-20,49,General,XXXX-XXXX-6403,8750263339,Maharashtra,Nagpur,Ramtek,Ramtek_Village_71,406075,707/40,8.37,Rain-fed,Sandy Loam,Well,Jowar,Teak (Plantation),Amla,No,Maharashtra Gramin Bank,Yes,No,2025-04-18,Active,707/40,Verified,32274350418,Bhogtavadar Varg-1,0.0,15.84,23/05/2024,KID9939815538,21.479804,79.391011,163.2,Phule Vasudha,2024-07-09,Rain-fed,No,0,0,XXXX1875XX,MAHB1943212,0.648,0.586,9.6,18.9,2025-01-21,86.3,Flagged
MH-AS-JAL-10000008,baburao.yadav64,Baburao Yadav,Male,1975-11-09,50,SC,XXXX-XXXX-1860,9654137255,Maharashtra,Jalgaon,Pachora,Pachora_Village_87,403129,634/8,9.99,Well-irrigated,Alluvial,Well,Chilli,Wheat,,Yes,,No,No,2025-02-23,Inactive,634/8,Unverified,35160575046,Bhogtavadar Varg-2,0.45,17.84,17/01/2024,KID3911447521,21.285039,75.678176,178.3,LCA-334,2024-07-06,Rain-fed,Yes,253471,5069,XXXX2625XX,MAHB1683247,0.724,0.179,75.3,24.1,,,
MH-AS-PUN-10000008,naresh.pawar29,Naresh Pawar,Male,1991-05-21,35,NT,XXXX-XXXX-7806,7662297571,Maharashtra,Pune,Purandar,Purandar_Village_19,422999,147/41,11.3,Canal-irrigated,Red Laterite,Canal,Cauliflower,Onion,Turmeric,Yes,,No,Yes,2023-11-02,Active,147/41,Verified,33328710672,Shasakiya,0.48,18.35,19/12/2024,KID4112768597,18.545865,74.228591,189.7,Local Variety,2024-10-24,Rain-fed,Yes,305882,6117,XXXX4490XX,MAHB5995188,0.63,0.489,22.4,26.9,2025-02-04,15.1,Approved
MH-AS-AUR-10000009,sanjay.kadam32,Sanjay Kadam,Male,1985-09-11,40,ST,XXXX-XXXX-9843,9022511056,Maharashtra,Aurangabad,Paithan,Paithan_Village_25,435480,542/14,7.6,Rain-fed,Sandy Loam,Canal,Onion,Wheat,Sugarcane,No,Maharashtra Gramin Bank,Yes,Yes,2022-10-08,Pending,542/14,Pending,38507497883,Bhogtavadar Varg-1,0.0,13.87,08/07/2024,KID4543660517,19.709981,75.188146,155.5,Bhima Raj,2024-07-10,Rain-fed,Yes,343936,6878,XXXX8274XX,MAHB3927123,0.658,0.385,41.5,200.6,,,
MH-AS-SAN-10000016,narayan.desai23,Narayan Desai,Male,1996-01-06,30,ST,XXXX-XXXX-5833,9891952639,Maharashtra,Sangli,Jat,Jat_Village_95,423527,192/14,6.3,Rain-fed,Red Laterite,Tank,Groundnut,Onion,,Yes,DCCB Pune,Yes,No,2024-12-01,Active,192/14,Verified,31245522987,Bhogtavadar Varg-1,0.0,12.49,21/04/2024,KID1371551275,16.533545,74.50409,141.6,TAG-24,2024-06-15,Rain-fed,Yes,184778,3695,XXXX8312XX,MAHB6844329,0.561,0.476,15.2,17.3,,,
MH-AS-KOL-10000008,vimal.kulkarni52,Vimal Kulkarni,Female,2000-06-28,25,ST,XXXX-XXXX-1522,8557586914,Maharashtra,Kolhapur,Radhanagari,Radhanagari_Village_53,415586,645/24,10.59,Rain-fed,Red Laterite,Borewell,Turmeric,Pepper,Jackfruit,Yes,State Bank of India,No,No,2022-10-20,Active,645/24,Verified,37803990970,Bhogtavadar Varg-1,0.0,17.69,15/08/2024,KID8072145556,16.719705,73.926444,183.6,Salem,2024-06-24,Rain-fed,Yes,540198,10803,XXXX6176XX,MAHB4718018,0.804,0.684,14.9,24.5,,,
MH-AS-PUN-10000009,dnyanoba.kale61,Dnyanoba Kale,Male,1951-06-11,74,NT,XXXX-XXXX-7205,9877658579,Maharashtra,Pune,Baramati,Baramati_Village_22,422376,798/17,2.5,Semi-irrigated,Red Laterite,Well,Pomegranate,Cabbage,Brinjal,Yes,DCCB Nashik,No,No,2023-08-23,Inactive,798/17,Unverified,31676168421,Bhogtavadar Varg-1,0.0,4.69,15/08/2024,KID6010353628,18.388031,73.794645,89.2,Bhagwa,2024-10-27,Rain-fed,No,0,0,XXXX1273XX,MAHB2132784,0.577,0.133,76.9,25.5,,,
MH-AS-SAN-10000017,vilas.dhere29,Vilas Dhere,Male,1966-07-13,59,SBC,XXXX-XXXX-6114,9211669704,Maharashtra,Sangli,Miraj,Miraj_Village_35,425283,886/35,5.46,Irrigated,Sandy Loam,Rain-fed,Pomegranate,Castor,Chilli,Yes,Maharashtra Gramin Bank,Yes,Yes,2022-10-12,Active,886/35,Verified,31798112150,Bhogtavadar Varg-2,0.0,9.17,30/04/2024,KID4079242971,17.243907,74.963176,131.8,Bhagwa,2024-10-20,Irrigated,Yes,632115,12642,XXXX7314XX,MAHB5345047,0.588,0.545,7.3,25.1,,,
MH-AS-AUR-10000010,mamta.gaikwad86,Mamta Gaikwad,Female,1983-07-01,42,ST,XXXX-XXXX-3442,9657535111,Maharashtra,Aurangabad,Kannad,Kannad_Village_29,430222,65/34,5.43,Irrigated,Black Cotton Soil,Well,Castor,Cotton,,No,,Yes,No,2024-02-11,Active,65/34,Verified,33555656321,Shasakiya,0.0,9.85,13/03/2025,KID3624598754,19.568745,75.272612,131.5,Local Variety,2024-11-05,Irrigated,Yes,153239,3064,XXXX7366XX,MAHB9805511,0.572,0.39,31.8,23.1,,,
MH-AS-LAT-10000007,tukaram.wagh82,Tukaram Wagh,Male,1996-07-25,29,ST,XXXX-XXXX-2981,8134698005,Maharashtra,Latur,Ausa,Ausa_Village_14,406307,966/24,10.7,Canal-irrigated,Red Laterite,River Lift,Chana Dal,Tur Dal,Wheat,Yes,,Yes,No,2024-07-29,Active,966/24,Verified,36305160342,Bhogtavadar Varg-1,0.19,17.53,04/07/2024,KID7979588535,18.637337,76.65181,184.6,Local Variety,2024-10-26,Rain-fed,No,0,0,XXXX1412XX,MAHB7628692,0.791,0.668,15.5,23.2,,,
MH-AS-DHU-10000005,mohan.patil14,Mohan Patil,Male,1976-10-04,49,General,XXXX-XXXX-7299,7094939911,Maharashtra,Dhule,Shirpur,Shirpur_Village_89,426114,893/34,7.44,Irrigated,Red Laterite,River Lift,Cotton,Watermelon,,No,,No,No,2024-02-21,Active,893/34,Verified,33553440342,Bhogtavadar Varg-1,0.14,13.24,20/02/2024,KID6102379140,21.068596,75.061169,153.9,Bt-Hybrid,2024-07-13,Irrigated,Yes,372821,7456,XXXX5954XX,MAHB3964300,0.597,0.575,3.7,20.3,,,
MH-AS-DHU-10000006,arjun.jadhav28,Arjun Jadhav,Male,1992-12-01,33,NT,XXXX-XXXX-7892,7057406593,Maharashtra,Dhule,Dhule,Dhule_Village_57,432330,938/44,1.05,Semi-irrigated,Medium Black,Rain-fed,Tur Dal,Groundnut,,Yes,Bank of Maharashtra,No,Yes,2022-07-03,Inactive,938/44,Unverified,33660223333,Bhogtavadar Varg-1,0.0,2.0,17/12/2024,KID1477324837,20.789105,74.935151,57.8,Local Variety,2024-11-12,Rain-fed,Yes,28340,566,XXXX7126XX,MAHB7093195,0.697,0.381,45.3,26.1,,,
MH-AS-SAT-10000013,radha.nirmal86,Radha Nirmal,Female,1976-06-26,49,SBC,XXXX-XXXX-5477,9086638245,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar_Village_72,436331,104/1,4.96,Canal-irrigated,Black Cotton Soil,Drip,Sugarcane,Fig,Banana,No,,Yes,No,2023-02-23,Active,104/1,Verified,37540301973,Bhogtavadar Varg-1,0.0,8.63,07/07/2024,KID1053848109,17.792288,73.67089,125.7,Co-86032,2024-07-04,Rain-fed,Yes,344167,6883,XXXX1693XX,MAHB4563521,0.662,0.563,15.0,701.7,2025-04-02,68.4,Approved
MH-AS-LAT-10000008,ratan.jadhav22,Ratan Jadhav,Male,1962-09-19,63,NT,XXXX-XXXX-6304,8969973216,Maharashtra,Latur,Udgir,Udgir_Village_68,410151,20/27,9.64,Canal-irrigated,Alluvial,Drip,Tomato,Sunflower,Moong Dal,Yes,,Yes,Yes,2025-03-03,Pending,20/27,Pending,39309500117,Bhogtavadar Varg-1,0.0,17.99,05/10/2024,KID4510129956,18.540598,76.201191,175.2,Abhinav,2024-10-16,Rain-fed,Yes,417848,8356,XXXX8034XX,MAHB5888868,0.756,0.445,41.1,251.1,,,
MH-AS-AMR-10000008,shankar.jadhav55,Shankar Jadhav,Male,1995-11-23,30,SBC,XXXX-XXXX-4785,7622294183,Maharashtra,Amravati,Chandur Bazar,Chandur Bazar_Village_4,422443,892/8,9.26,Semi-irrigated,Red Laterite,Drip,Maize,Castor,Tur Dal,No,State Bank of India,No,Yes,2022-06-02,Active,892/8,Verified,38370987661,Bhogtavadar Varg-1,0.0,17.76,26/11/2024,KID4601660527,20.71709,77.438263,171.7,Ganga-11,2024-06-17,Rain-fed,Yes,230711,4614,XXXX8528XX,MAHB3051657,0.818,0.743,9.2,30.7,,,
MH-AS-SAT-10000014,savita.jadhav40,Savita Jadhav,Female,1978-11-30,47,General,XXXX-XXXX-8970,8344254972,Maharashtra,Satara,Wai,Wai_Village_88,406004,976/30,11.92,Rain-fed,Sandy Loam,Rain-fed,Banana,Guava,,Yes,DCCB Nashik,No,No,2023-03-20,Inactive,976/30,Unverified,36320115677,Shasakiya,0.34,23.49,02/07/2024,KID8619465652,17.465933,74.378922,194.8,Grand Naine,2024-11-03,Rain-fed,Yes,982848,19656,XXXX4437XX,MAHB1827577,0.8,0.252,68.5,25.7,,,
MH-AS-NAN-10000009,anil.jadhav47,Anil Jadhav,Male,1994-08-26,31,General,XXXX-XXXX-2895,8761646028,Maharashtra,Nanded,Bhokar,Bhokar_Village_4,439203,374/16,9.29,Irrigated,Red Laterite,Rain-fed,Onion,Sugarcane,Groundnut,Yes,,Yes,No,2022-11-12,Pending,374/16,Pending,32699887270,Bhogtavadar Varg-1,0.0,15.74,01/02/2024,KID6897488173,19.426854,77.155269,172.0,Bhima Raj,2024-06-21,Irrigated,Yes,459949,9198,XXXX5341XX,MAHB4951036,0.74,0.586,20.8,199.4,,,
MH-AS-NAG-10000012,lata.gavit26,Lata Gavit,Female,1978-01-03,48,General,XXXX-XXXX-8832,9727413741,Maharashtra,Nagpur,Nagpur Urban,Nagpur Urban_Village_64,404850,823/30,4.53,Rain-fed,Medium Black,Tank,Orange,Amla,Teak (Plantation),Yes,State Bank of India,No,No,2022-07-17,Active,823/30,Verified,36583444930,Bhogtavadar Varg-1,0.0,7.97,22/07/2024,KID9785787650,21.508582,78.785275,120.1,Local Variety,2024-11-08,Rain-fed,Yes,110012,2200,XXXX7893XX,MAHB8768796,0.7,0.651,7.0,24.2,,,
MH-AS-LAT-10000009,rukhmini.kale98,Rukhmini Kale,Female,1969-12-11,56,NT,XXXX-XXXX-1077,7048446809,Maharashtra,Latur,Latur,Latur_Village_28,416782,526/38,9.69,Canal-irrigated,Black Cotton Soil,Drip,Tomato,Groundnut,Niger Seed,Yes,Bank of Baroda,No,Yes,2022-09-21,Active,526/38,Verified,31311570307,Bhogtavadar Varg-2,0.25,16.09,21/05/2024,KID2703068554,18.153231,76.524095,175.6,Abhinav,2024-10-31,Rain-fed,Yes,383200,7664,XXXX6430XX,MAHB8376870,0.564,0.513,9.0,250.2,2024-10-08,65.5,Approved
MH-AS-SAN-10000018,kavita.kulkarni15,Kavita Kulkarni,Female,1999-10-11,26,SC,XXXX-XXXX-6181,8740031827,Maharashtra,Sangli,Tasgaon,Tasgaon_Village_28,410403,885/39,11.86,Irrigated,Medium Black,Canal,Banana,Jowar,,No,,Yes,Yes,2025-10-16,Active,885/39,Verified,35278201677,Bhogtavadar Varg-1,0.25,23.68,07/04/2024,KID1682160897,16.496213,74.510233,194.3,Grand Naine,2024-11-07,Irrigated,Yes,1158622,23172,XXXX1240XX,MAHB1121669,0.727,0.703,3.3,26.4,,,
MH-AS-AUR-10000011,radha.chavan53,Radha Chavan,Female,1984-08-26,41,General,XXXX-XXXX-6493,9343460253,Maharashtra,Aurangabad,Kannad,Kannad_Village_86,425200,505/23,10.57,Well-irrigated,Red Laterite,Canal,Sunflower,Chana Dal,Jowar,Yes,Bank of Maharashtra,Yes,No,2025-02-18,Active,505/23,Verified,39904586976,Inam,0.0,20.83,03/03/2024,KID5052918015,19.932144,75.566241,183.4,Local Variety,2024-10-23,Rain-fed,Yes,272710,5454,XXXX4046XX,MAHB1422083,0.681,0.619,9.1,25.9,,,
MH-AS-NAS-10000005,dattatray.salve64,Dattatray Salve,Male,2002-09-04,23,SC,XXXX-XXXX-4426,9850641429,Maharashtra,Nashik,Sinnar,Sinnar_Village_51,415271,514/19,9.74,Rain-fed,Sandy Loam,Drip,Wheat,Methi,Chilli,Yes,Bank of Baroda,Yes,Yes,2022-04-15,Active,514/19,Verified,32139027119,Inam,0.41,17.69,10/03/2025,KID9078644459,20.217882,74.189295,176.1,HD-2781,2024-10-26,Rain-fed,Yes,322134,6442,XXXX6081XX,MAHB2257445,0.796,0.673,15.5,36.8,,,
MH-AS-DHU-10000007,anita.chavan70,Anita Chavan,Female,1973-04-30,53,OBC,XXXX-XXXX-5062,7933946060,Maharashtra,Dhule,Dhule,Dhule_Village_24,403145,251/26,5.54,Well-irrigated,Medium Black,Rain-fed,Urad Dal,Jowar,,Yes,,Yes,No,2023-10-21,Active,251/26,Verified,39303285822,Bhogtavadar Varg-1,0.0,10.73,25/02/2025,KID6565126161,20.927386,75.040209,132.8,Local Variety,2024-10-19,Rain-fed,Yes,162918,3258,XXXX7108XX,MAHB3679886,0.589,0.532,9.7,23.1,2024-10-09,68.3,Flagged
MH-AS-AMR-10000009,sadashiv.mahale30,Sadashiv Mahale,Male,1958-08-09,67,SC,XXXX-XXXX-6052,8115496501,Maharashtra,Amravati,Morshi,Morshi_Village_96,409188,13/21,11.74,Well-irrigated,Alluvial,Tank,Soybean,Moong Dal,,Yes,Canara Bank,Yes,No,2022-05-13,Inactive,13/21,Unverified,34783282817,Bhogtavadar Varg-1,0.34,21.23,20/08/2024,KID5825846227,21.111909,77.965048,193.3,JS-9305,2024-07-15,Rain-fed,No,0,0,XXXX7553XX,MAHB5599438,0.577,0.197,65.9,13.9,,,
MH-AS-AHM-10000012,lata.wagh29,Lata Wagh,Female,1999-05-22,26,SBC,XXXX-XXXX-4711,7239327092,Maharashtra,Ahmednagar,Sangamner,Sangamner_Village_1,423546,364/13,5.1,Irrigated,Black Cotton Soil,Rain-fed,Moong Dal,Jowar,,Yes,Maharashtra Gramin Bank,No,Yes,2022-11-21,Active,364/13,Verified,34776436931,Bhogtavadar Varg-1,0.0,9.43,16/02/2024,KID1310529288,18.929465,74.801034,127.4,Local Variety,2024-10-19,Irrigated,No,0,0,XXXX7412XX,MAHB8572339,0.797,0.684,14.2,23.7,2025-02-02,83.6,Approved
MH-AS-SAN-10000019,pushpa.wagh16,Pushpa Wagh,Female,1949-04-15,77,OBC,XXXX-XXXX-2665,8791329769,Maharashtra,Sangli,Sangli,Sangli_Village_86,424239,32/49,0.49,Rain-fed,Alluvial,River Lift,Jowar,Fig,Chilli,Yes,Bank of Baroda,No,Yes,2024-03-19,Active,32/49,Verified,36882074066,Bhogtavadar Varg-1,0.14,0.8,05/12/2024,KID2519310518,17.099041,74.617678,39.5,Phule Vasudha,2024-07-05,Rain-fed,Yes,9877,197,XXXX3216XX,MAHB2097194,0.711,0.607,14.6,19.2,2025-03-10,69.4,Pending Review
MH-AS-OSM-10000011,mangal.dhere17,Mangal Dhere,Female,1997-01-19,29,SBC,XXXX-XXXX-5919,8657411983,Maharashtra,Osmanabad,Tuljapur,Tuljapur_Village_27,406016,649/28,2.65,Canal-irrigated,Sandy Loam,Drip,Onion,Sesame,Maize,No,,Yes,No,2023-04-23,Pending,649/28,Pending,35972484792,Bhogtavadar Varg-1,0.0,5.04,18/04/2024,KID5443430634,18.470045,76.042268,91.8,Bhima Raj,2024-07-09,Rain-fed,No,0,0,XXXX4253XX,MAHB5768578,0.715,0.367,48.7,198.3,,,
MH-AS-NAS-10000006,shobha.mahale62,Shobha Mahale,Female,1950-10-02,75,NT,XXXX-XXXX-6000,7243745087,Maharashtra,Nashik,Yeola,Yeola_Village_61,423904,85/45,1.5,Rain-fed,Medium Black,Borewell,Tomato,Pomegranate,,Yes,DCCB Nashik,Yes,No,2022-08-07,Active,85/45,Verified,38316648259,Bhogtavadar Varg-1,0.0,2.48,24/11/2024,KID8790594753,19.807363,73.479001,69.1,Abhinav,2024-10-30,Rain-fed,Yes,54952,1099,XXXX7782XX,MAHB5711068,0.661,0.634,4.1,249.9,,,
MH-AS-NAN-10000010,rajesh.lokhande29,Rajesh Lokhande,Male,1980-06-19,45,SBC,XXXX-XXXX-3377,8350293573,Maharashtra,Nanded,Kinwat,Kinwat_Village_30,443098,249/47,7.54,Irrigated,Red Laterite,Well,Cotton,Banana,Turmeric,No,Canara Bank,Yes,No,2023-02-16,Active,249/47,Verified,39623534576,Bhogtavadar Varg-1,0.0,14.56,23/11/2024,KID3621101043,18.944477,77.415416,154.9,Bt-Hybrid,2024-06-26,Irrigated,No,0,0,XXXX8891XX,MAHB3411696,0.552,0.428,22.5,19.8,,,
MH-AS-SAT-10000015,vandana.lokhande42,Vandana Lokhande,Female,1992-05-19,34,General,XXXX-XXXX-4636,9627116363,Maharashtra,Satara,Karad,Karad_Village_3,441195,696/41,2.38,Semi-irrigated,Sandy Loam,Borewell,Strawberry,Fig,Pomegranate,Yes,,No,No,2023-03-04,Active,696/41,Verified,33849232839,Bhogtavadar Varg-1,0.0,4.55,01/11/2024,KID3353540594,17.64882,74.210746,87.0,Local Variety,2024-11-02,Rain-fed,No,0,0,XXXX2044XX,MAHB1332036,0.641,0.595,7.2,24.8,2024-10-08,83.9,Approved
MH-AS-NAN-10000011,arjun.patil91,Arjun Patil,Male,1955-07-20,70,SC,XXXX-XXXX-6729,7981027666,Maharashtra,Nanded,Bhokar,Bhokar_Village_71,433343,923/8,5.24,Canal-irrigated,Sandy Loam,Rain-fed,Banana,Sesame,,Yes,,No,Yes,2024-03-20,Active,923/8,Verified,35871743247,Bhogtavadar Varg-1,0.0,9.87,11/01/2024,KID7010995460,19.039828,77.537291,129.1,Grand Naine,2024-11-11,Rain-fed,No,0,0,XXXX6152XX,MAHB3935357,0.566,0.496,12.4,26.8,2024-12-28,44.2,Disbursed
